# Dataplane.org - for operators, by operators
# dnsversion
# 2025-09-30 12:00 - 2025-10-07 12:00
#
# The dnsversion report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the dnsversion report in whole or
# in part without the express permission of Dataplane.org is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  This is not a block list.  Deriving
# malicious or benign intent for an individual entry in the face of
# NATs, address spoofing, and certain types of Internet activity
# (e.g., surveying research) can be difficult.  The report is provided
# on an as-is basis with no expressed warranty or guarantee of accuracy.
# Use of this data is at your own risk.  If you have questions about
# this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending DNS CH TXT VERSION.BIND queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text dnsversion will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
174          |  COGENT-174                      |  2.59.22.234      |  2025-10-07 11:31:43  |  dnsversion
13213        |  UK2NET-AS UK-2 Limited          |  88.202.190.158   |  2025-10-05 16:18:32  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  104.236.209.11   |  2025-10-06 21:28:48  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  107.170.10.12    |  2025-10-06 04:50:33  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  107.170.25.69    |  2025-10-04 10:18:43  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  129.212.185.246  |  2025-10-05 00:04:18  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.199.198.112  |  2025-10-06 08:38:41  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.199.200.5    |  2025-09-30 20:11:35  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.199.225.244  |  2025-10-05 07:23:10  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.199.235.217  |  2025-10-04 15:50:40  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.209.173.54   |  2025-10-07 01:55:17  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.209.228.60   |  2025-10-03 20:00:04  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.209.95.237   |  2025-10-04 06:38:39  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  134.209.99.223   |  2025-10-03 01:38:48  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  137.184.112.103  |  2025-09-30 17:13:33  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  137.184.190.205  |  2025-09-30 16:01:05  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  137.184.190.246  |  2025-10-05 13:44:34  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  137.184.32.56    |  2025-10-07 07:48:45  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  138.197.142.35   |  2025-10-07 02:20:40  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  138.197.192.207  |  2025-09-30 19:30:53  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  139.59.170.85    |  2025-10-04 23:07:55  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  142.93.65.4      |  2025-10-06 16:48:19  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.110.134.49   |  2025-10-04 04:48:53  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.110.148.27   |  2025-10-01 03:09:11  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.110.192.138  |  2025-10-07 03:57:27  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.110.192.165  |  2025-10-06 14:49:35  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.110.239.2    |  2025-10-02 04:33:30  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.198.150.150  |  2025-10-03 15:24:25  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.198.225.197  |  2025-10-05 03:42:55  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.198.62.80    |  2025-10-06 22:11:51  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  143.198.64.205   |  2025-10-01 12:58:36  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  146.190.123.173  |  2025-10-01 02:38:44  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  146.190.138.251  |  2025-10-05 04:06:21  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  146.190.149.252  |  2025-10-07 07:56:09  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  146.190.153.30   |  2025-10-07 07:44:16  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  147.182.172.224  |  2025-10-04 15:52:07  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  147.182.225.86   |  2025-10-06 18:59:22  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  147.182.241.81   |  2025-10-01 08:56:11  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  147.182.247.10   |  2025-10-03 03:06:30  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  157.230.170.108  |  2025-10-04 11:19:11  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  157.245.245.246  |  2025-10-03 03:47:43  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  159.203.40.26    |  2025-10-02 21:00:51  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  159.223.179.74   |  2025-10-07 11:35:55  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  159.65.145.110   |  2025-10-02 01:43:53  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  159.65.219.252   |  2025-10-05 05:52:22  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  159.65.42.135    |  2025-10-04 14:22:41  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  159.89.124.112   |  2025-10-07 07:38:10  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  161.35.213.124   |  2025-10-03 02:51:11  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  162.243.116.182  |  2025-10-01 22:32:16  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  162.243.204.37   |  2025-10-03 00:06:24  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  162.243.226.43   |  2025-10-05 07:41:48  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  162.243.64.141   |  2025-09-30 23:36:31  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  162.243.91.172   |  2025-10-03 08:45:40  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  164.90.156.203   |  2025-10-04 14:16:58  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  164.92.106.15    |  2025-10-06 01:32:30  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  164.92.114.247   |  2025-10-06 18:46:10  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  164.92.82.91     |  2025-10-03 03:07:04  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  165.22.251.204   |  2025-10-01 21:39:30  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  165.227.110.45   |  2025-10-01 23:19:02  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  165.227.172.206  |  2025-10-07 07:34:29  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  165.227.2.1      |  2025-10-05 09:02:34  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  165.227.220.28   |  2025-10-02 14:46:10  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  165.227.55.4     |  2025-10-07 04:13:01  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  167.71.112.155   |  2025-10-04 15:49:53  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  170.64.188.72    |  2025-10-01 11:28:19  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  178.128.236.139  |  2025-10-02 09:57:37  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  178.128.32.203   |  2025-10-05 03:47:38  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  188.166.218.74   |  2025-10-06 01:39:55  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  206.189.21.74    |  2025-10-06 13:12:12  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  207.154.255.215  |  2025-10-02 18:43:56  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  209.38.70.156    |  2025-10-07 08:08:41  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  24.199.126.56    |  2025-10-04 11:15:10  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  2604:a880:0:202a::b41:8000  |  2025-10-06 18:18:02  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  2604:a880:400:d1::91e4:c001  |  2025-10-03 09:01:32  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  2604:a880:4:1d0::2fa6:a000  |  2025-10-03 04:57:52  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  2604:a880:800:14::5633:a000  |  2025-10-06 13:45:41  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  45.55.151.3      |  2025-10-02 15:07:51  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  45.55.186.92     |  2025-10-05 23:58:09  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  46.101.127.124   |  2025-10-07 00:44:17  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.225.74.178    |  2025-10-05 03:35:07  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.226.86.7      |  2025-10-03 03:35:57  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.227.109.89    |  2025-10-03 02:06:39  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.227.110.161   |  2025-10-06 02:59:14  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.227.112.120   |  2025-10-03 16:19:07  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.227.99.138    |  2025-09-30 23:23:59  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.23.161.101    |  2025-10-05 19:50:31  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.23.181.166    |  2025-10-04 15:49:15  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.23.185.149    |  2025-10-03 02:39:22  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  64.23.214.73     |  2025-10-03 03:18:58  |  dnsversion
14061        |  DIGITALOCEAN-ASN                |  68.183.80.104    |  2025-10-06 01:41:21  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.1     |  2025-10-06 13:19:04  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.10    |  2025-10-07 11:20:42  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.100   |  2025-10-06 16:21:15  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.101   |  2025-10-07 09:20:22  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.102   |  2025-10-04 17:23:32  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.103   |  2025-10-03 06:24:05  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.104   |  2025-10-02 20:19:36  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.105   |  2025-10-06 07:23:54  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.106   |  2025-10-06 07:36:57  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.107   |  2025-10-07 11:20:36  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.108   |  2025-10-06 22:21:34  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.109   |  2025-10-05 04:24:06  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.11    |  2025-10-04 12:39:02  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.110   |  2025-10-05 17:22:45  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.111   |  2025-10-06 20:19:43  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.112   |  2025-10-07 02:22:56  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.113   |  2025-10-07 06:13:56  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.114   |  2025-10-07 09:21:25  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.115   |  2025-10-06 16:22:36  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.116   |  2025-10-05 05:22:27  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.117   |  2025-10-07 07:20:44  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.118   |  2025-10-07 08:31:49  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.119   |  2025-10-06 22:22:30  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.12    |  2025-10-07 04:32:32  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.120   |  2025-10-06 05:20:11  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.121   |  2025-10-06 15:23:32  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.122   |  2025-10-06 21:22:04  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.123   |  2025-10-05 21:36:57  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.124   |  2025-10-06 16:20:43  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.126   |  2025-10-03 01:50:18  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.127   |  2025-10-07 02:22:36  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.13    |  2025-10-06 22:22:48  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.14    |  2025-10-07 02:32:09  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.15    |  2025-10-07 01:32:11  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.16    |  2025-10-04 07:23:30  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.17    |  2025-10-07 09:09:37  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.18    |  2025-10-06 13:20:28  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.19    |  2025-10-07 09:22:31  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.2     |  2025-10-05 07:19:48  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.25    |  2025-10-05 23:20:29  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.27    |  2025-10-07 09:22:31  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.28    |  2025-10-06 21:21:27  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.29    |  2025-10-06 05:22:26  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.3     |  2025-10-03 21:23:00  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.30    |  2025-10-07 01:21:05  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.31    |  2025-10-04 15:21:16  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.32    |  2025-10-01 23:21:21  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.33    |  2025-10-06 19:22:24  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.34    |  2025-10-07 05:25:17  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.35    |  2025-10-05 20:23:13  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.36    |  2025-10-06 09:21:08  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.37    |  2025-10-04 16:22:46  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.38    |  2025-10-06 14:22:45  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.4     |  2025-10-03 13:39:22  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.40    |  2025-10-06 18:44:32  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.41    |  2025-10-06 11:23:34  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.42    |  2025-10-01 06:04:57  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.43    |  2025-10-02 01:03:42  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.44    |  2025-10-03 19:24:09  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.45    |  2025-10-05 15:33:20  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.46    |  2025-10-07 05:22:21  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.47    |  2025-10-05 23:20:33  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.48    |  2025-10-05 19:22:13  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.49    |  2025-10-07 01:21:06  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.5     |  2025-10-05 15:44:35  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.50    |  2025-10-07 07:21:22  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.51    |  2025-10-07 03:22:26  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.52    |  2025-10-06 00:36:34  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.53    |  2025-10-06 09:21:06  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.54    |  2025-10-02 03:22:41  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.55    |  2025-10-06 08:22:07  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.56    |  2025-10-05 18:21:53  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.57    |  2025-10-07 10:21:26  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.58    |  2025-10-03 11:45:56  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.59    |  2025-10-07 01:43:45  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.6     |  2025-10-05 01:24:22  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.60    |  2025-10-04 10:21:26  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.61    |  2025-10-07 03:23:22  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.62    |  2025-10-06 03:22:07  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.63    |  2025-10-06 17:23:05  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.64    |  2025-10-07 03:22:59  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.65    |  2025-10-06 18:23:33  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.66    |  2025-10-04 11:22:05  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.67    |  2025-10-07 00:23:43  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.68    |  2025-10-06 14:19:20  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.69    |  2025-10-07 11:21:13  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.7     |  2025-10-04 21:21:27  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.70    |  2025-10-06 05:43:46  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.71    |  2025-10-07 09:20:25  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.72    |  2025-10-06 20:45:26  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.73    |  2025-10-06 20:45:26  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.74    |  2025-10-06 22:23:09  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.75    |  2025-10-07 05:13:51  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.76    |  2025-10-07 05:22:31  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.77    |  2025-10-01 18:21:47  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.78    |  2025-10-07 00:19:49  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.79    |  2025-10-06 17:23:05  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.8     |  2025-10-06 02:20:59  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.80    |  2025-10-05 03:21:36  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.81    |  2025-10-05 20:22:14  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.82    |  2025-10-05 05:22:54  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.83    |  2025-10-07 04:24:15  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.84    |  2025-10-06 06:22:42  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.85    |  2025-10-05 22:36:21  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.87    |  2025-10-01 11:30:22  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.88    |  2025-10-07 08:21:00  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.89    |  2025-10-06 09:21:09  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.9     |  2025-10-06 21:22:04  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.90    |  2025-10-06 15:44:28  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.91    |  2025-10-06 02:20:42  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.92    |  2025-10-06 07:19:48  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.93    |  2025-10-06 10:44:40  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.94    |  2025-10-06 20:25:46  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.95    |  2025-10-06 10:22:35  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.96    |  2025-10-06 17:20:26  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.97    |  2025-10-07 01:21:05  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.98    |  2025-10-04 01:20:36  |  dnsversion
14618        |  AMAZON-AES                      |  100.29.192.99    |  2025-10-02 18:19:14  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.129     |  2025-09-30 18:39:03  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.130     |  2025-10-05 05:47:40  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.131     |  2025-10-03 19:43:31  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.133     |  2025-10-06 00:04:51  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.135     |  2025-10-04 17:49:51  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.137     |  2025-10-04 21:48:04  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.138     |  2025-10-06 15:49:48  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.139     |  2025-10-06 05:25:07  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.140     |  2025-10-01 11:53:14  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.141     |  2025-10-03 17:50:06  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.144     |  2025-10-06 07:34:04  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.145     |  2025-10-06 07:40:57  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.146     |  2025-10-05 01:53:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.150     |  2025-10-04 22:44:24  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.151     |  2025-10-04 08:43:51  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.152     |  2025-10-04 20:40:40  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.153     |  2025-10-03 08:27:45  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.155     |  2025-10-06 09:50:31  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.160     |  2025-10-07 05:34:16  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.163     |  2025-10-07 02:51:58  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.165     |  2025-10-01 11:10:13  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.167     |  2025-10-07 05:39:58  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.168     |  2025-10-06 20:48:23  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.169     |  2025-10-03 04:48:08  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.171     |  2025-10-06 10:34:37  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.172     |  2025-10-07 00:57:31  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.173     |  2025-10-07 11:33:46  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.175     |  2025-10-01 11:53:41  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.176     |  2025-10-06 04:37:42  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.178     |  2025-10-06 07:41:51  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.179     |  2025-10-03 03:45:11  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.180     |  2025-10-07 09:28:05  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.181     |  2025-10-07 09:31:18  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.182     |  2025-10-04 23:48:39  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.183     |  2025-10-07 06:46:32  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.184     |  2025-10-07 02:40:34  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.185     |  2025-10-03 03:37:23  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.187     |  2025-10-07 07:11:37  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.188     |  2025-10-04 04:44:03  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.189     |  2025-10-06 04:45:44  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.190     |  2025-10-01 06:53:16  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.191     |  2025-10-03 10:23:51  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.193     |  2025-10-03 02:42:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.195     |  2025-10-02 05:43:56  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.196     |  2025-10-05 21:43:43  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.197     |  2025-10-04 03:28:36  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.199     |  2025-10-06 03:48:52  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.200     |  2025-10-06 17:55:00  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.201     |  2025-10-07 07:42:22  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.202     |  2025-10-07 07:48:02  |  dnsversion
14618        |  AMAZON-AES                      |  18.97.19.204     |  2025-10-05 20:41:28  |  dnsversion
